TKNR;Zst;Land;Strklas;Strnum;Datum;Wotag;Fahrtzw;Stunde;KFZ_R1;K_KFZ_R1;KFZ_R2;K_KFZ_R2;Lkw_R1;K_Lkw_R1;Lkw_R2;K_Lkw_R2;PLZ_R1;K_PLZ_R1;Pkw_R1;K_Pkw_R1;Lfw_R1;K_Lfw_R1;Mot_R1;K_Mot_R1;PmA_R1;K_PmA_R1;Bus_R1;K_Bus_R1;LoA_R1;K_LoA_R1;Lzg_R1;K_Lzg_R1;Sat_R1;K_Sat_R1;Son_R1;K_Son_R1;PLZ_R2;K_PLZ_R2;Pkw_R2;K_Pkw_R2;Lfw_R2;K_Lfw_R2;Mot_R2;K_Mot_R2;PmA_R2;K_PmA_R2;Bus_R2;K_Bus_R2;LoA_R2;K_LoA_R2;Lzg_R2;K_Lzg_R2;Sat_R2;K_Sat_R2;Son_R2;K_Son_R2
4615;5119;05;A;  46;220104; 2;u;23;   91;-;   74;-;    2;-;    3;-;   86;-;   85;-;    1;-;    0;-;    2;-;    0;-;    0;-;    2;-;    1;-;    1;-;   71;-;   68;-;    3;-;    0;-;    0;-;    1;-;    0;-;    2;-;    2;-;    0;-
4615;5119;05;A;  46;220104; 2;u;24;   61;-;   36;-;    9;-;    4;-;   52;-;   44;-;    8;-;    0;-;    0;-;    1;-;    1;-;    7;-;    4;-;    0;-;   31;-;   27;-;    4;-;    0;-;    0;-;    0;-;    0;-;    4;-;    4;-;    1;-
4615;5119;05;A;  46;220105; 3;u;01;   35;-;   23;-;    4;-;    2;-;   31;-;   30;-;    1;-;    0;-;    0;-;    0;-;    2;-;    2;-;    2;-;    0;-;   20;-;   15;-;    5;-;    0;-;    0;-;    1;-;    0;-;    1;-;    1;-;    1;-
4615;5119;05;A;  46;220105; 3;u;02;   29;-;   18;-;    5;-;    4;-;   24;-;   21;-;    3;-;    0;-;    0;-;    0;-;    0;-;    5;-;    3;-;    0;-;   14;-;   12;-;    2;-;    0;-;    0;-;    0;-;    1;-;    3;-;    2;-;    0;-
4615;5119;05;A;  46;220105; 3;u;03;   13;-;   25;-;    5;-;    8;-;    8;-;    6;-;    2;-;    0;-;    0;-;    1;-;    1;-;    3;-;    3;-;    0;-;   17;-;   14;-;    3;-;    0;-;    0;-;    2;-;    2;-;    4;-;    4;-;    0;-
4615;5119;05;A;  46;220105; 3;u;04;   19;-;   22;-;    8;-;   14;-;   11;-;    8;-;    3;-;    0;-;    0;-;    0;-;    4;-;    4;-;    2;-;    0;-;    8;-;    5;-;    3;-;    0;-;    0;-;    2;-;    4;-;    8;-;    6;-;    0;-
4615;5119;05;A;  46;220105; 3;u;05;   58;-;   72;-;   29;-;   19;-;   28;-;   24;-;    4;-;    0;-;    0;-;    2;-;   14;-;   13;-;   11;-;    1;-;   52;-;   45;-;    7;-;    0;-;    0;-;    1;-;    1;-;   17;-;   13;-;    1;-
4615;5119;05;A;  46;220105; 3;u;06;  222;-;  276;-;   40;-;   38;-;  177;-;  166;-;   11;-;    0;-;    2;-;    2;-;    4;-;   34;-;   22;-;    3;-;  232;-;  217;-;   15;-;    0;-;    1;-;    4;-;    4;-;   30;-;   21;-;    5;-
4615;5119;05;A;  46;220105; 3;u;07;  356;-;  473;-;   85;-;   45;-;  263;-;  240;-;   22;-;    1;-;    2;-;    4;-;   12;-;   69;-;   57;-;    6;-;  411;-;  368;-;   42;-;    1;-;    6;-;    3;-;    7;-;   35;-;   23;-;   11;-
4615;5119;05;A;  46;220105; 3;u;08;  584;-;  615;-;   96;-;   80;-;  463;-;  407;-;   56;-;    0;-;    8;-;    4;-;   23;-;   69;-;   50;-;   17;-;  517;-;  465;-;   52;-;    0;-;    5;-;    3;-;   17;-;   60;-;   46;-;   13;-
4615;5119;05;A;  46;220105; 3;u;09;  614;-;  440;-;   94;-;   79;-;  498;-;  431;-;   67;-;    0;-;    6;-;    4;-;   31;-;   59;-;   44;-;   16;-;  342;-;  293;-;   48;-;    1;-;    6;-;    3;-;   19;-;   57;-;   44;-;   13;-
4615;5119;05;A;  46;220105; 3;u;10;  570;-;  458;-;  109;-;  109;-;  439;-;  382;-;   54;-;    3;-;    9;-;    6;-;   25;-;   78;-;   62;-;   13;-;  324;-;  279;-;   45;-;    0;-;   12;-;    6;-;   22;-;   81;-;   65;-;   13;-
4615;5119;05;A;  46;220105; 3;u;11;  671;-;  524;-;   86;-;  106;-;  552;-;  478;-;   72;-;    2;-;   14;-;    4;-;   24;-;   58;-;   43;-;   19;-;  392;-;  340;-;   52;-;    0;-;   16;-;   13;-;   18;-;   75;-;   64;-;   10;-
4615;5119;05;A;  46;220105; 3;u;12;  651;-;  604;-;  103;-;   93;-;  525;-;  465;-;   59;-;    1;-;    7;-;   10;-;   20;-;   73;-;   61;-;   16;-;  478;-;  419;-;   56;-;    3;-;    9;-;    6;-;   21;-;   66;-;   50;-;   24;-
4615;5119;05;A;  46;220105; 3;u;13;  720;-;  534;-;   87;-;   85;-;  608;-;  564;-;   44;-;    0;-;   13;-;    7;-;   17;-;   63;-;   49;-;   12;-;  435;-;  394;-;   41;-;    0;-;    9;-;   10;-;   25;-;   50;-;   46;-;    5;-
4615;5119;05;A;  46;220105; 3;u;14;  670;-;  622;-;   68;-;   92;-;  573;-;  520;-;   52;-;    1;-;   11;-;    3;-;   16;-;   49;-;   43;-;   18;-;  513;-;  445;-;   67;-;    1;-;    8;-;    9;-;   20;-;   63;-;   52;-;    9;-
4615;5119;05;A;  46;220105; 3;u;15;  697;-;  779;-;   70;-;   86;-;  609;-;  552;-;   57;-;    0;-;    5;-;    6;-;   12;-;   52;-;   44;-;   13;-;  659;-;  579;-;   80;-;    0;-;   14;-;    8;-;   13;-;   65;-;   45;-;   20;-
4615;5119;05;A;  46;220105; 3;u;16;  779;-;  801;-;   61;-;   79;-;  699;-;  645;-;   53;-;    1;-;    7;-;    1;-;   11;-;   49;-;   42;-;   12;-;  694;-;  622;-;   71;-;    1;-;   13;-;    9;-;   22;-;   48;-;   36;-;   15;-
4615;5119;05;A;  46;220105; 3;u;17;  735;-;  733;-;   52;-;   45;-;  667;-;  624;-;   42;-;    1;-;    8;-;    3;-;    9;-;   40;-;   36;-;    8;-;  679;-;  612;-;   67;-;    0;-;    5;-;    4;-;    7;-;   34;-;   27;-;    4;-
4615;5119;05;A;  46;220105; 3;u;18;  588;-;  676;-;   26;-;   38;-;  550;-;  516;-;   32;-;    2;-;    4;-;    1;-;    6;-;   19;-;   16;-;    8;-;  624;-;  575;-;   49;-;    0;-;    5;-;    3;-;    8;-;   27;-;   23;-;    9;-
4615;5119;05;A;  46;220105; 3;u;19;  388;-;  453;-;   27;-;   22;-;  351;-;  325;-;   26;-;    0;-;    7;-;    2;-;    8;-;   17;-;   14;-;    3;-;  423;-;  392;-;   29;-;    2;-;    4;-;    2;-;    2;-;   18;-;   14;-;    4;-
4615;5119;05;A;  46;220105; 3;u;20;  226;-;  250;-;   13;-;   12;-;  209;-;  201;-;    8;-;    0;-;    1;-;    1;-;    4;-;    8;-;    6;-;    3;-;  231;-;  216;-;   14;-;    1;-;    1;-;    0;-;    2;-;   10;-;    5;-;    6;-
4615;5119;05;A;  46;220105; 3;u;21;  193;-;  161;-;   10;-;   13;-;  181;-;  172;-;    9;-;    0;-;    1;-;    1;-;    2;-;    7;-;    6;-;    1;-;  142;-;  136;-;    6;-;    0;-;    4;-;    2;-;    3;-;    8;-;    7;-;    2;-
4615;5119;05;A;  46;220105; 3;u;22;  138;-;  131;-;    6;-;   13;-;  129;-;  119;-;   10;-;    0;-;    2;-;    0;-;    2;-;    4;-;    4;-;    1;-;  115;-;  106;-;    8;-;    1;-;    1;-;    0;-;    3;-;   10;-;    8;-;    2;-
4615;5119;05;A;  46;220105; 3;u;23;  131;-;   99;-;    3;-;   11;-;  127;-;  119;-;    8;-;    0;-;    0;-;    0;-;    2;-;    1;-;    1;-;    1;-;   86;-;   83;-;    3;-;    0;-;    1;-;    3;-;    1;-;    7;-;    5;-;    1;-
4615;5119;05;A;  46;220105; 3;u;24;   60;-;   39;-;    3;-;    5;-;   55;-;   49;-;    6;-;    0;-;    1;-;    0;-;    1;-;    2;-;    1;-;    1;-;   33;-;   30;-;    3;-;    0;-;    1;-;    0;-;    0;-;    5;-;    4;-;    0;-
4615;5119;05;A;  46;220106; 4;u;01;   43;-;   28;-;    5;-;    4;-;   37;-;   33;-;    4;-;    0;-;    1;-;    0;-;    1;-;    4;-;    3;-;    0;-;   24;-;   21;-;    3;-;    0;-;    0;-;    0;-;    0;-;    4;-;    4;-;    0;-
4615;5119;05;A;  46;220106; 4;u;02;   15;-;   26;-;    4;-;    5;-;   11;-;    9;-;    2;-;    0;-;    0;-;    0;-;    0;-;    4;-;    2;-;    0;-;   20;-;   14;-;    6;-;    0;-;    0;-;    0;-;    3;-;    2;-;    1;-;    1;-
4615;5119;05;A;  46;220106; 4;u;03;   15;-;   26;-;    4;-;    9;-;   10;-;    7;-;    3;-;    0;-;    0;-;    0;-;    0;-;    4;-;    3;-;    1;-;   17;-;   15;-;    2;-;    0;-;    0;-;    0;-;    0;-;    9;-;    9;-;    0;-
4615;5119;05;A;  46;220106; 4;u;04;   16;-;   23;-;    8;-;    7;-;    8;-;    6;-;    2;-;    0;-;    0;-;    0;-;    2;-;    6;-;    2;-;    0;-;   14;-;    8;-;    5;-;    1;-;    2;-;    0;-;    3;-;    4;-;    3;-;    0;-
4615;5119;05;A;  46;220106; 4;u;05;   51;-;   79;-;   22;-;   28;-;   28;-;   26;-;    2;-;    0;-;    1;-;    0;-;   12;-;   10;-;    8;-;    0;-;   50;-;   42;-;    8;-;    0;-;    1;-;    3;-;    2;-;   23;-;   16;-;    0;-
4615;5119;05;A;  46;220106; 4;u;06;  236;-;  280;-;   47;-;   41;-;  183;-;  166;-;   15;-;    2;-;    3;-;    1;-;   13;-;   33;-;   26;-;    3;-;  230;-;  221;-;    9;-;    0;-;    3;-;    4;-;    9;-;   28;-;   16;-;    6;-
4615;5119;05;A;  46;220106; 4;u;07;  401;-;  493;-;   96;-;   56;-;  294;-;  266;-;   28;-;    0;-;    2;-;    6;-;   13;-;   77;-;   62;-;    9;-;  424;-;  380;-;   40;-;    4;-;    4;-;    3;-;    5;-;   48;-;   35;-;    9;-
4615;5119;05;A;  46;220106; 4;u;08;  659;-;  636;-;   92;-;   86;-;  552;-;  486;-;   65;-;    1;-;    4;-;    3;-;   26;-;   63;-;   50;-;   11;-;  527;-;  482;-;   44;-;    1;-;    7;-;    7;-;   13;-;   66;-;   52;-;   16;-
4615;5119;05;A;  46;220106; 4;u;09;  786;-;  446;-;  108;-;   87;-;  653;-;  578;-;   74;-;    1;-;    4;-;    8;-;   35;-;   65;-;   53;-;   21;-;  330;-;  290;-;   39;-;    1;-;   14;-;    2;-;   19;-;   66;-;   55;-;   15;-
4615;5119;05;A;  46;220106; 4;u;10;  764;-;  459;-;  110;-;   99;-;  628;-;  551;-;   74;-;    3;-;   12;-;    4;-;   28;-;   78;-;   59;-;   14;-;  337;-;  287;-;   49;-;    1;-;   12;-;   11;-;   24;-;   64;-;   50;-;   11;-
4615;5119;05;A;  46;220106; 4;u;11;  906;-;  574;-;  105;-;   90;-;  760;-;  672;-;   87;-;    1;-;    9;-;   10;-;   26;-;   69;-;   52;-;   32;-;  459;-;  407;-;   52;-;    0;-;   12;-;    5;-;   24;-;   61;-;   44;-;   13;-
4615;5119;05;A;  46;220106; 4;u;12;  922;-;  702;-;   94;-;  116;-;  800;-;  711;-;   84;-;    5;-;    9;-;    7;-;   19;-;   68;-;   55;-;   19;-;  546;-;  479;-;   65;-;    2;-;   15;-;    8;-;   33;-;   75;-;   60;-;   25;-
4615;5119;05;A;  46;220106; 4;u;13;  931;-;  669;-;   82;-;  104;-;  816;-;  722;-;   91;-;    3;-;    9;-;    2;-;   27;-;   53;-;   43;-;   24;-;  536;-;  469;-;   67;-;    0;-;   15;-;    7;-;   22;-;   75;-;   63;-;   14;-
4615;5119;05;A;  46;220106; 4;u;14;  850;-;  708;-;  108;-;   92;-;  708;-;  636;-;   72;-;    0;-;    8;-;    4;-;   25;-;   79;-;   67;-;   26;-;  588;-;  524;-;   63;-;    1;-;   15;-;    5;-;   20;-;   67;-;   55;-;   13;-
4615;5119;05;A;  46;220106; 4;u;15;  817;-;  855;-;   84;-;   67;-;  702;-;  630;-;   70;-;    2;-;   12;-;    6;-;   13;-;   65;-;   53;-;   19;-;  751;-;  680;-;   68;-;    3;-;   12;-;    5;-;   15;-;   47;-;   38;-;   25;-
4615;5119;05;A;  46;220106; 4;u;16;  793;-;  966;-;   55;-;   85;-;  715;-;  660;-;   55;-;    0;-;    5;-;    6;-;   12;-;   37;-;   30;-;   18;-;  849;-;  767;-;   82;-;    0;-;   12;-;   10;-;   16;-;   59;-;   47;-;   20;-
4615;5119;05;A;  46;220106; 4;u;17;  843;-; 1130;-;   53;-;   58;-;  762;-;  708;-;   53;-;    1;-;   11;-;    0;-;   16;-;   37;-;   30;-;   17;-; 1041;-;  959;-;   80;-;    2;-;    8;-;    8;-;    9;-;   41;-;   33;-;   23;-
4615;5119;05;A;  46;220106; 4;u;18;  662;-; 1103;-;   49;-;   37;-;  592;-;  545;-;   43;-;    4;-;    5;-;    3;-;   13;-;   33;-;   25;-;   16;-; 1035;-;  954;-;   80;-;    1;-;   10;-;    7;-;    7;-;   23;-;   16;-;   21;-
4615;5119;05;A;  46;220106; 4;u;19;  436;-;  710;-;   24;-;   24;-;  406;-;  382;-;   24;-;    0;-;    2;-;    2;-;    6;-;   16;-;   11;-;    4;-;  670;-;  622;-;   44;-;    4;-;    5;-;    4;-;    5;-;   15;-;   12;-;   11;-
4615;5119;05;A;  46;220106; 4;u;20;  255;-;  327;-;   14;-;   23;-;  234;-;  223;-;   11;-;    0;-;    4;-;    2;-;    3;-;    9;-;    7;-;    3;-;  298;-;  281;-;   16;-;    1;-;    1;-;    2;-;    1;-;   20;-;   18;-;    5;-
4615;5119;05;A;  46;220106; 4;u;21;  243;-;  168;-;   15;-;   13;-;  222;-;  207;-;   15;-;    0;-;    4;-;    0;-;    2;-;   13;-;   10;-;    2;-;  152;-;  140;-;   11;-;    1;-;    0;-;    0;-;    1;-;   12;-;    9;-;    3;-
4615;5119;05;A;  46;220106; 4;u;22;  176;-;  138;-;    9;-;   10;-;  160;-;  146;-;   14;-;    0;-;    3;-;    0;-;    1;-;    8;-;    5;-;    4;-;  125;-;  112;-;   13;-;    0;-;    2;-;    0;-;    0;-;   10;-;    8;-;    1;-
4615;5119;05;A;  46;220106; 4;u;23;  118;-;   97;-;    4;-;    7;-;  113;-;  109;-;    4;-;    0;-;    0;-;    0;-;    0;-;    4;-;    4;-;    1;-;   89;-;   84;-;    5;-;    0;-;    1;-;    2;-;    1;-;    4;-;    1;-;    0;-
4615;5119;05;A;  46;220106; 4;u;24;   70;-;   35;-;    3;-;    0;-;   66;-;   59;-;    7;-;    0;-;    1;-;    1;-;    0;-;    2;-;    0;-;    0;-;   35;-;   32;-;    3;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220107; 5;u;01;   46;-;   28;-;    5;-;    4;-;   40;-;   33;-;    6;-;    1;-;    1;-;    0;-;    2;-;    3;-;    3;-;    0;-;   24;-;   21;-;    3;-;    0;-;    0;-;    0;-;    0;-;    4;-;    4;-;    0;-
4615;5119;05;A;  46;220107; 5;u;02;   18;-;   28;-;    6;-;    6;-;   11;-;   11;-;    0;-;    0;-;    1;-;    1;-;    1;-;    4;-;    3;-;    0;-;   21;-;   16;-;    5;-;    0;-;    1;-;    0;-;    5;-;    1;-;    1;-;    0;-
4615;5119;05;A;  46;220107; 5;u;03;   15;-;   30;-;    6;-;   11;-;    9;-;    5;-;    4;-;    0;-;    0;-;    0;-;    1;-;    5;-;    4;-;    0;-;   18;-;   14;-;    4;-;    0;-;    1;-;    1;-;    2;-;    8;-;    7;-;    0;-
4615;5119;05;A;  46;220107; 5;u;04;   21;-;   25;-;   11;-;   12;-;   10;-;    9;-;    1;-;    0;-;    0;-;    2;-;    1;-;    8;-;    6;-;    0;-;   13;-;    9;-;    4;-;    0;-;    0;-;    0;-;    4;-;    8;-;    7;-;    0;-
4615;5119;05;A;  46;220107; 5;u;05;   65;-;   83;-;   30;-;   28;-;   35;-;   30;-;    5;-;    0;-;    0;-;    2;-;   10;-;   18;-;   12;-;    0;-;   55;-;   46;-;    8;-;    1;-;    0;-;    1;-;    2;-;   25;-;   20;-;    0;-
4615;5119;05;A;  46;220107; 5;u;06;  238;-;  259;-;   52;-;   38;-;  180;-;  170;-;    9;-;    1;-;    3;-;    3;-;   12;-;   37;-;   29;-;    3;-;  216;-;  199;-;   16;-;    1;-;    2;-;    4;-;    7;-;   27;-;   21;-;    3;-
4615;5119;05;A;  46;220107; 5;u;07;  348;-;  422;-;   74;-;   59;-;  265;-;  239;-;   26;-;    0;-;    3;-;    5;-;   11;-;   58;-;   48;-;    6;-;  356;-;  321;-;   34;-;    1;-;    0;-;    4;-;   11;-;   44;-;   35;-;    7;-
4615;5119;05;A;  46;220107; 5;u;08;  651;-;  618;-;   89;-;   58;-;  544;-;  485;-;   58;-;    1;-;    4;-;    5;-;   34;-;   50;-;   41;-;   14;-;  540;-;  489;-;   51;-;    0;-;   10;-;    3;-;   14;-;   41;-;   32;-;   10;-
4615;5119;05;A;  46;220107; 5;u;09;  786;-;  388;-;   86;-;   75;-;  678;-;  596;-;   81;-;    1;-;   10;-;    5;-;   31;-;   50;-;   40;-;   12;-;  298;-;  258;-;   39;-;    1;-;    8;-;    2;-;   26;-;   47;-;   38;-;    7;-
4615;5119;05;A;  46;220107; 5;u;10;  764;-;  441;-;   88;-;   86;-;  655;-;  574;-;   76;-;    5;-;    3;-;    6;-;   25;-;   57;-;   48;-;   18;-;  335;-;  291;-;   44;-;    0;-;   14;-;   11;-;   15;-;   60;-;   47;-;    6;-
4615;5119;05;A;  46;220107; 5;u;11;  823;-;  809;-;   96;-;   92;-;  688;-;  612;-;   75;-;    1;-;   13;-;    8;-;   29;-;   59;-;   45;-;   26;-;  684;-;  617;-;   66;-;    1;-;   14;-;    9;-;   24;-;   59;-;   47;-;   19;-
4615;5119;05;A;  46;220107; 5;u;12;  999;-;  900;-;   68;-;   97;-;  887;-;  800;-;   84;-;    3;-;   19;-;    4;-;   16;-;   48;-;   41;-;   25;-;  766;-;  684;-;   82;-;    0;-;   14;-;    6;-;   28;-;   63;-;   44;-;   23;-
4615;5119;05;A;  46;220107; 5;u;13; 1091;-;  841;-;   88;-;   81;-;  964;-;  884;-;   77;-;    3;-;   15;-;    9;-;   25;-;   54;-;   46;-;   24;-;  727;-;  640;-;   84;-;    3;-;   17;-;   11;-;   21;-;   49;-;   39;-;   16;-
4615;5119;05;A;  46;220107; 5;u;14; 1099;-;  990;-;   67;-;   87;-; 1000;-;  919;-;   77;-;    4;-;    8;-;    5;-;   24;-;   38;-;   29;-;   24;-;  856;-;  772;-;   84;-;    0;-;   18;-;    6;-;   33;-;   48;-;   39;-;   29;-
4615;5119;05;A;  46;220107; 5;u;15; 1139;-;  952;-;   50;-;   60;-; 1063;-;  978;-;   83;-;    2;-;    6;-;    8;-;    9;-;   33;-;   30;-;   20;-;  861;-;  764;-;   95;-;    2;-;   15;-;    9;-;   12;-;   39;-;   32;-;   16;-
4615;5119;05;A;  46;220107; 5;u;16; 1014;-; 1057;-;   51;-;   46;-;  927;-;  848;-;   75;-;    4;-;   14;-;    5;-;   13;-;   33;-;   31;-;   22;-;  973;-;  889;-;   81;-;    3;-;   14;-;    5;-;    7;-;   34;-;   24;-;   24;-
4615;5119;05;A;  46;220107; 5;u;17;  920;-; 1049;-;   28;-;   36;-;  863;-;  796;-;   65;-;    2;-;   14;-;    2;-;    9;-;   17;-;   14;-;   15;-;  983;-;  889;-;   93;-;    1;-;    6;-;    8;-;    7;-;   21;-;   16;-;   24;-
4615;5119;05;A;  46;220107; 5;u;18;  727;-; 1024;-;   31;-;   28;-;  670;-;  621;-;   47;-;    2;-;    7;-;    6;-;   10;-;   15;-;   11;-;   19;-;  961;-;  903;-;   57;-;    1;-;    8;-;    4;-;    6;-;   18;-;   13;-;   27;-
4615;5119;05;A;  46;220107; 5;u;19;  518;-;  690;-;   15;-;    8;-;  485;-;  451;-;   33;-;    1;-;    6;-;    1;-;    4;-;   10;-;    7;-;   12;-;  665;-;  617;-;   47;-;    1;-;    3;-;    1;-;    3;-;    4;-;    3;-;   14;-
4615;5119;05;A;  46;220107; 5;u;20;  373;-;  366;-;    6;-;   10;-;  356;-;  340;-;   16;-;    0;-;    5;-;    2;-;    2;-;    2;-;    2;-;    6;-;  343;-;  311;-;   31;-;    1;-;    4;-;    1;-;    4;-;    5;-;    5;-;    9;-
4615;5119;05;A;  46;220107; 5;u;21;  320;-;  203;-;    5;-;   10;-;  305;-;  284;-;   20;-;    1;-;    4;-;    0;-;    3;-;    2;-;    1;-;    6;-;  188;-;  183;-;    5;-;    0;-;    3;-;    1;-;    1;-;    8;-;    5;-;    2;-
4615;5119;05;A;  46;220107; 5;u;22;  221;-;  131;-;    6;-;    6;-;  207;-;  195;-;   12;-;    0;-;    1;-;    1;-;    1;-;    4;-;    2;-;    7;-;  119;-;  111;-;    8;-;    0;-;    1;-;    0;-;    2;-;    4;-;    3;-;    5;-
4615;5119;05;A;  46;220107; 5;u;23;  172;-;  123;-;    8;-;    2;-;  164;-;  157;-;    7;-;    0;-;    0;-;    1;-;    2;-;    5;-;    5;-;    0;-;  119;-;  115;-;    4;-;    0;-;    1;-;    0;-;    0;-;    2;-;    2;-;    1;-
4615;5119;05;A;  46;220107; 5;u;24;  106;-;   79;-;    3;-;    6;-;   99;-;   92;-;    7;-;    0;-;    2;-;    0;-;    0;-;    3;-;    1;-;    2;-;   71;-;   68;-;    3;-;    0;-;    2;-;    0;-;    0;-;    6;-;    4;-;    0;-
4615;5119;05;A;  46;220108; 6;u;01;   76;-;   73;-;    4;-;    3;-;   72;-;   70;-;    2;-;    0;-;    0;-;    0;-;    3;-;    1;-;    1;-;    0;-;   68;-;   64;-;    4;-;    0;-;    1;-;    0;-;    2;-;    1;-;    1;-;    1;-
4615;5119;05;A;  46;220108; 6;u;02;   38;-;   56;-;    4;-;    2;-;   34;-;   31;-;    3;-;    0;-;    0;-;    0;-;    1;-;    3;-;    2;-;    0;-;   54;-;   46;-;    8;-;    0;-;    0;-;    0;-;    0;-;    2;-;    2;-;    0;-
4615;5119;05;A;  46;220108; 6;u;03;   29;-;   43;-;    2;-;    1;-;   27;-;   21;-;    6;-;    0;-;    0;-;    0;-;    0;-;    2;-;    2;-;    0;-;   40;-;   37;-;    3;-;    0;-;    0;-;    0;-;    0;-;    1;-;    1;-;    2;-
4615;5119;05;A;  46;220108; 6;u;04;   19;-;   39;-;    7;-;    0;-;   12;-;    7;-;    5;-;    0;-;    0;-;    0;-;    4;-;    3;-;    2;-;    0;-;   38;-;   31;-;    7;-;    0;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220108; 6;u;05;   30;-;   42;-;    6;-;    4;-;   23;-;   21;-;    2;-;    0;-;    1;-;    0;-;    5;-;    1;-;    1;-;    0;-;   37;-;   32;-;    5;-;    0;-;    1;-;    0;-;    2;-;    2;-;    1;-;    0;-
4615;5119;05;A;  46;220108; 6;u;06;   61;-;   60;-;   10;-;    5;-;   49;-;   44;-;    5;-;    0;-;    0;-;    1;-;    4;-;    5;-;    1;-;    2;-;   53;-;   43;-;   10;-;    0;-;    0;-;    0;-;    3;-;    2;-;    0;-;    2;-
4615;5119;05;A;  46;220108; 6;u;07;  109;-;   91;-;   14;-;   10;-;   91;-;   76;-;   15;-;    0;-;    2;-;    2;-;    5;-;    7;-;    5;-;    2;-;   81;-;   67;-;   14;-;    0;-;    0;-;    0;-;    2;-;    8;-;    4;-;    0;-
4615;5119;05;A;  46;220108; 6;u;08;  412;-;  120;-;   17;-;   11;-;  380;-;  343;-;   36;-;    1;-;    3;-;    0;-;   10;-;    7;-;    6;-;   12;-;  102;-;   94;-;    8;-;    0;-;    4;-;    2;-;    5;-;    4;-;    2;-;    3;-
4615;5119;05;A;  46;220108; 6;u;09;  790;-;  197;-;   14;-;   19;-;  750;-;  700;-;   49;-;    1;-;    8;-;    1;-;    6;-;    7;-;    5;-;   18;-;  177;-;  165;-;   12;-;    0;-;    1;-;    1;-;   11;-;    7;-;    5;-;    0;-
4615;5119;05;A;  46;220108; 6;u;10;  867;-;  340;-;   12;-;   11;-;  831;-;  766;-;   63;-;    2;-;    6;-;    2;-;    3;-;    7;-;    6;-;   18;-;  312;-;  289;-;   23;-;    0;-;    7;-;    3;-;    1;-;    7;-;    5;-;   10;-
4615;5119;05;A;  46;220108; 6;u;11; 1172;-;  614;-;   15;-;   19;-; 1120;-; 1048;-;   69;-;    3;-;   16;-;    2;-;    4;-;    9;-;    7;-;   21;-;  574;-;  528;-;   45;-;    1;-;   14;-;    4;-;    8;-;    7;-;    6;-;    7;-
4615;5119;05;A;  46;220108; 6;u;12; 1352;-;  767;-;   13;-;   10;-; 1308;-; 1241;-;   67;-;    0;-;    9;-;    3;-;    1;-;    9;-;    8;-;   22;-;  734;-;  685;-;   46;-;    3;-;   17;-;    1;-;    4;-;    5;-;    3;-;    6;-
4615;5119;05;A;  46;220108; 6;u;13; 1246;-;  755;-;    6;-;   16;-; 1210;-; 1129;-;   81;-;    0;-;    7;-;    1;-;    4;-;    1;-;    1;-;   23;-;  707;-;  659;-;   48;-;    0;-;   12;-;    1;-;    8;-;    7;-;    5;-;   20;-
4615;5119;05;A;  46;220108; 6;u;14; 1054;-;  828;-;    8;-;   15;-; 1019;-;  953;-;   65;-;    1;-;   10;-;    1;-;    6;-;    1;-;    1;-;   17;-;  787;-;  721;-;   65;-;    1;-;    9;-;    4;-;    8;-;    3;-;    3;-;   17;-
4615;5119;05;A;  46;220108; 6;u;15;  824;-; 1087;-;   10;-;    7;-;  788;-;  724;-;   62;-;    2;-;   12;-;    2;-;    4;-;    4;-;    3;-;   14;-; 1043;-;  969;-;   72;-;    2;-;   19;-;    2;-;    2;-;    3;-;    2;-;   18;-
4615;5119;05;A;  46;220108; 6;u;16;  634;-; 1233;-;    2;-;    3;-;  611;-;  565;-;   44;-;    2;-;   13;-;    1;-;    0;-;    1;-;    1;-;    8;-; 1201;-; 1100;-;   98;-;    3;-;   13;-;    0;-;    1;-;    2;-;    2;-;   16;-
4615;5119;05;A;  46;220108; 6;u;17;  465;-; 1235;-;    9;-;    8;-;  447;-;  418;-;   29;-;    0;-;    4;-;    1;-;    7;-;    1;-;    1;-;    5;-; 1199;-; 1113;-;   83;-;    3;-;    7;-;    1;-;    4;-;    3;-;    2;-;   21;-
4615;5119;05;A;  46;220108; 6;u;18;  431;s; 1171;s;    4;s;    9;s;  407;s;  380;s;   26;s;    1;s;   13;s;    0;s;    2;s;    2;s;    1;s;    7;s; 1129;s; 1039;s;   88;s;    2;s;   14;s;    2;s;    5;s;    2;s;    2;s;   19;s
4615;5119;05;A;  46;220108; 6;u;19;  367;-; 1069;-;    5;-;    7;-;  356;-;  337;-;   18;-;    1;-;    3;-;    0;-;    3;-;    2;-;    1;-;    3;-; 1038;-;  979;-;   57;-;    2;-;    5;-;    2;-;    4;-;    1;-;    0;-;   19;-
4615;5119;05;A;  46;220108; 6;u;20;  295;-;  394;-;    3;-;    4;-;  282;-;  267;-;   14;-;    1;-;    3;-;    0;-;    2;-;    1;-;    1;-;    7;-;  382;-;  358;-;   24;-;    0;-;    2;-;    1;-;    3;-;    0;-;    0;-;    6;-
