TKNR;Zst;Land;Strklas;Strnum;Datum;Wotag;Fahrtzw;Stunde;KFZ_R1;K_KFZ_R1;KFZ_R2;K_KFZ_R2;Lkw_R1;K_Lkw_R1;Lkw_R2;K_Lkw_R2;PLZ_R1;K_PLZ_R1;Pkw_R1;K_Pkw_R1;Lfw_R1;K_Lfw_R1;Mot_R1;K_Mot_R1;PmA_R1;K_PmA_R1;Bus_R1;K_Bus_R1;LoA_R1;K_LoA_R1;Lzg_R1;K_Lzg_R1;Sat_R1;K_Sat_R1;Son_R1;K_Son_R1;PLZ_R2;K_PLZ_R2;Pkw_R2;K_Pkw_R2;Lfw_R2;K_Lfw_R2;Mot_R2;K_Mot_R2;PmA_R2;K_PmA_R2;Bus_R2;K_Bus_R2;LoA_R2;K_LoA_R2;Lzg_R2;K_Lzg_R2;Sat_R2;K_Sat_R2;Son_R2;K_Son_R2
4615;5119;05;A;  46;220525; 3;w;05;   84;-;  104;-;   46;-;   45;-;   36;-;   32;-;    4;-;    0;-;    1;-;    1;-;    6;-;   39;-;   33;-;    1;-;   58;-;   55;-;    3;-;    0;-;    0;-;    2;-;    5;-;   38;-;   31;-;    1;-
4615;5119;05;A;  46;220525; 3;w;06;  290;-;  314;-;   73;-;   59;-;  205;-;  188;-;   17;-;    0;-;    6;-;    2;-;    8;-;   63;-;   50;-;    6;-;  244;-;  224;-;   20;-;    0;-;    4;-;    1;-;    5;-;   53;-;   42;-;    7;-
4615;5119;05;A;  46;220525; 3;w;07;  500;-;  696;-;  107;-;  103;-;  379;-;  319;-;   58;-;    2;-;    7;-;    5;-;   22;-;   80;-;   55;-;    7;-;  566;-;  490;-;   75;-;    1;-;   11;-;    3;-;   18;-;   82;-;   67;-;   16;-
4615;5119;05;A;  46;220525; 3;w;08;  873;-;  770;-;  136;-;   95;-;  706;-;  612;-;   91;-;    3;-;    8;-;    9;-;   32;-;   95;-;   76;-;   23;-;  655;-;  580;-;   74;-;    1;-;    6;-;    6;-;   18;-;   71;-;   51;-;   14;-
4615;5119;05;A;  46;220525; 3;w;09;  735;-;  566;-;  147;-;  115;-;  564;-;  486;-;   73;-;    5;-;   11;-;    8;-;   33;-;  106;-;   89;-;   13;-;  418;-;  362;-;   54;-;    2;-;   20;-;   11;-;   22;-;   82;-;   58;-;   13;-
4615;5119;05;A;  46;220525; 3;w;10;  680;-;  560;-;  162;-;  121;-;  491;-;  422;-;   66;-;    3;-;   19;-;   17;-;   44;-;  101;-;   79;-;    8;-;  414;-;  352;-;   60;-;    2;-;   13;-;    6;-;   21;-;   94;-;   67;-;   12;-
4615;5119;05;A;  46;220525; 3;w;11;  604;-;  641;-;  144;-;  163;-;  433;-;  378;-;   53;-;    2;-;   18;-;    6;-;   36;-;  102;-;   81;-;    9;-;  444;-;  390;-;   49;-;    5;-;   15;-;   16;-;   30;-;  117;-;   91;-;   19;-
4615;5119;05;A;  46;220525; 3;w;12;  764;-;  699;-;  164;-;  134;-;  555;-;  459;-;   91;-;    5;-;   24;-;   16;-;   31;-;  117;-;   93;-;   21;-;  527;-;  463;-;   59;-;    5;-;   25;-;   16;-;   33;-;   85;-;   61;-;   13;-
4615;5119;05;A;  46;220525; 3;w;13;  724;-;  718;-;  122;-;  140;-;  564;-;  486;-;   70;-;    8;-;   17;-;    8;-;   34;-;   80;-;   63;-;   21;-;  529;-;  464;-;   63;-;    2;-;   23;-;   12;-;   32;-;   96;-;   76;-;   26;-
4615;5119;05;A;  46;220525; 3;w;14;  838;-;  814;-;  135;-;   99;-;  657;-;  575;-;   73;-;    9;-;   27;-;   10;-;   19;-;  106;-;   88;-;   19;-;  688;-;  599;-;   84;-;    5;-;   15;-;    9;-;   23;-;   67;-;   51;-;   12;-
4615;5119;05;A;  46;220525; 3;w;15;  839;-;  887;-;  112;-;  100;-;  688;-;  605;-;   75;-;    8;-;   24;-;    3;-;   20;-;   89;-;   73;-;   15;-;  744;-;  647;-;   90;-;    7;-;   22;-;    9;-;   25;-;   66;-;   47;-;   21;-
4615;5119;05;A;  46;220525; 3;w;16; 1137;-;  853;-;  105;-;  103;-;  969;-;  845;-;  106;-;   18;-;   34;-;   10;-;   20;-;   75;-;   60;-;   29;-;  715;-;  635;-;   77;-;    3;-;   17;-;   17;-;   22;-;   64;-;   48;-;   18;-
4615;5119;05;A;  46;220525; 3;w;17; 1075;-; 1012;-;   73;-;   90;-;  939;-;  834;-;   90;-;   15;-;   40;-;    8;-;   14;-;   51;-;   44;-;   23;-;  876;-;  790;-;   81;-;    5;-;   26;-;   12;-;   17;-;   61;-;   50;-;   20;-
4615;5119;05;A;  46;220525; 3;w;18; 1060;-;  861;-;   60;-;   78;-;  939;-;  829;-;   98;-;   12;-;   38;-;    2;-;   12;-;   46;-;   36;-;   23;-;  753;-;  658;-;   89;-;    6;-;    9;-;    6;-;   14;-;   58;-;   39;-;   21;-
4615;5119;05;A;  46;220525; 3;w;19;  870;-;  570;-;   50;-;   45;-;  770;-;  683;-;   81;-;    6;-;   33;-;    5;-;   15;-;   30;-;   21;-;   17;-;  500;-;  457;-;   39;-;    4;-;   13;-;    6;-;    5;-;   34;-;   20;-;   12;-
4615;5119;05;A;  46;220525; 3;w;20;  730;-;  403;-;   37;-;   24;-;  659;-;  551;-;   90;-;   18;-;   20;-;    2;-;    9;-;   26;-;   16;-;   14;-;  361;-;  320;-;   34;-;    7;-;    9;-;    4;-;    2;-;   18;-;   13;-;    9;-
4615;5119;05;A;  46;220525; 3;w;21;  608;-;  254;-;   26;-;   13;-;  549;-;  495;-;   47;-;    7;-;   19;-;    3;-;    5;-;   18;-;   15;-;   14;-;  234;-;  208;-;   23;-;    3;-;    5;-;    2;-;    2;-;    9;-;    6;-;    2;-
4615;5119;05;A;  46;220525; 3;w;22;  408;-;  193;-;   20;-;   12;-;  366;-;  324;-;   38;-;    4;-;   18;-;    2;-;    3;-;   15;-;   11;-;    4;-;  178;-;  166;-;   12;-;    0;-;    1;-;    2;-;    2;-;    8;-;    6;-;    2;-
4615;5119;05;A;  46;220525; 3;w;23;  296;-;  127;-;    7;-;    8;-;  279;-;  254;-;   22;-;    3;-;    5;-;    2;-;    2;-;    3;-;    1;-;    5;-;  116;-;  106;-;    9;-;    1;-;    2;-;    2;-;    0;-;    6;-;    5;-;    1;-
4615;5119;05;A;  46;220525; 3;w;24;  124;-;   61;-;    6;-;    2;-;  110;-;   95;-;   11;-;    4;-;    5;-;    1;-;    3;-;    2;-;    1;-;    3;-;   56;-;   53;-;    3;-;    0;-;    2;-;    0;-;    0;-;    2;-;    1;-;    1;-
4615;5119;05;A;  46;220526; 4;s;01;   83;-;   38;-;    0;-;    3;-;   82;-;   75;-;    7;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    1;-;   34;-;   30;-;    4;-;    0;-;    0;-;    0;-;    0;-;    3;-;    2;-;    1;-
4615;5119;05;A;  46;220526; 4;s;02;   32;-;   34;-;    1;-;    1;-;   31;-;   30;-;    1;-;    0;-;    0;-;    1;-;    0;-;    0;-;    0;-;    0;-;   32;-;   29;-;    3;-;    0;-;    0;-;    0;-;    0;-;    1;-;    1;-;    1;-
4615;5119;05;A;  46;220526; 4;s;03;   31;-;   26;-;    1;-;    0;-;   29;-;   26;-;    3;-;    0;-;    0;-;    0;-;    1;-;    0;-;    0;-;    1;-;   26;-;   23;-;    3;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220526; 4;s;04;   20;-;   23;-;    3;-;    5;-;   15;-;    8;-;    7;-;    0;-;    2;-;    0;-;    1;-;    2;-;    0;-;    0;-;   17;-;   15;-;    2;-;    0;-;    1;-;    1;-;    1;-;    3;-;    3;-;    0;-
4615;5119;05;A;  46;220526; 4;s;05;   16;-;   16;-;    3;-;    2;-;   13;-;   12;-;    1;-;    0;-;    0;-;    1;-;    0;-;    2;-;    2;-;    0;-;   14;-;   13;-;    1;-;    0;-;    0;-;    0;-;    0;-;    2;-;    2;-;    0;-
4615;5119;05;A;  46;220526; 4;s;06;   40;-;   58;-;    4;-;    3;-;   36;-;   33;-;    3;-;    0;-;    0;-;    2;-;    1;-;    1;-;    1;-;    0;-;   53;-;   46;-;    7;-;    0;-;    2;-;    1;-;    1;-;    1;-;    0;-;    0;-
4615;5119;05;A;  46;220526; 4;s;07;   85;-;   73;-;    3;-;    4;-;   77;-;   64;-;   12;-;    1;-;    5;-;    0;-;    0;-;    3;-;    3;-;    0;-;   68;-;   59;-;    9;-;    0;-;    1;-;    1;-;    1;-;    2;-;    2;-;    0;-
4615;5119;05;A;  46;220526; 4;s;08;  113;-;   96;-;    6;-;    4;-;  101;-;   87;-;   13;-;    1;-;    4;-;    2;-;    0;-;    4;-;    3;-;    2;-;   84;-;   72;-;   11;-;    1;-;    6;-;    0;-;    1;-;    3;-;    3;-;    2;-
4615;5119;05;A;  46;220526; 4;s;09;  298;-;  190;-;    4;-;    6;-;  286;-;  256;-;   28;-;    2;-;    6;-;    0;-;    1;-;    3;-;    3;-;    2;-;  177;-;  159;-;   18;-;    0;-;    6;-;    0;-;    0;-;    6;-;    4;-;    1;-
4615;5119;05;A;  46;220526; 4;s;10;  697;-;  343;-;   13;-;    8;-;  645;-;  569;-;   73;-;    3;-;   17;-;    5;-;    3;-;    5;-;    3;-;   22;-;  320;-;  291;-;   28;-;    1;-;   10;-;    2;-;    4;-;    2;-;    0;-;    5;-
4615;5119;05;A;  46;220526; 4;s;11;  923;-;  441;-;   23;-;   11;-;  861;-;  759;-;   76;-;   26;-;   26;-;    7;-;    9;-;    7;-;    7;-;   13;-;  405;-;  371;-;   30;-;    4;-;   16;-;    1;-;    5;-;    5;-;    3;-;    9;-
4615;5119;05;A;  46;220526; 4;s;12; 1111;-;  438;-;   19;-;   14;-; 1038;-;  937;-;   87;-;   14;-;   26;-;    8;-;    5;-;    6;-;    5;-;   28;-;  396;-;  359;-;   34;-;    3;-;   20;-;    5;-;    4;-;    5;-;    3;-;    8;-
4615;5119;05;A;  46;220526; 4;s;13; 1177;-;  418;-;   19;-;    9;-; 1107;-; 1011;-;   82;-;   14;-;   28;-;    7;-;    7;-;    5;-;    5;-;   23;-;  395;-;  363;-;   29;-;    3;-;    8;-;    3;-;    4;-;    2;-;    2;-;    6;-
4615;5119;05;A;  46;220526; 4;s;14;  962;-;  407;-;   10;-;    4;-;  920;-;  829;-;   73;-;   18;-;   13;-;    0;-;    8;-;    2;-;    1;-;   19;-;  389;-;  351;-;   31;-;    7;-;    9;-;    0;-;    3;-;    1;-;    1;-;    5;-
4615;5119;05;A;  46;220526; 4;s;15;  778;-;  447;-;    6;-;    9;-;  725;-;  672;-;   39;-;   14;-;   25;-;    1;-;    3;-;    2;-;    2;-;   22;-;  426;-;  387;-;   29;-;   10;-;    4;-;    3;-;    3;-;    3;-;    3;-;    8;-
4615;5119;05;A;  46;220526; 4;s;16;  567;-;  409;-;    4;-;    6;-;  530;-;  484;-;   34;-;   12;-;   21;-;    1;-;    3;-;    0;-;    0;-;   12;-;  393;-;  356;-;   32;-;    5;-;    5;-;    2;-;    2;-;    2;-;    2;-;    5;-
4615;5119;05;A;  46;220526; 4;s;17;  402;-;  442;-;    5;-;    8;-;  383;-;  354;-;   21;-;    8;-;    8;-;    1;-;    3;-;    1;-;    1;-;    6;-;  420;-;  385;-;   30;-;    5;-;    7;-;    2;-;    4;-;    2;-;    2;-;    7;-
4615;5119;05;A;  46;220526; 4;s;18;  387;-;  565;-;    3;-;    8;-;  375;-;  338;-;   26;-;   11;-;    3;-;    1;-;    1;-;    1;-;    0;-;    6;-;  540;-;  492;-;   35;-;   13;-;    7;-;    4;-;    2;-;    2;-;    2;-;   10;-
4615;5119;05;A;  46;220526; 4;s;19;  602;s;  553;-;    9;s;    3;-;  576;s;  534;s;   35;s;    7;s;    6;s;    5;s;    2;s;    2;s;    1;s;   11;s;  536;-;  492;-;   41;-;    3;-;    4;-;    3;-;    0;-;    0;-;    0;-;   10;-
4615;5119;05;A;  46;220526; 4;s;20;  279;-;  310;-;    5;-;    4;-;  267;-;  243;-;   22;-;    2;-;    5;-;    2;-;    3;-;    0;-;    0;-;    2;-;  301;-;  273;-;   23;-;    5;-;    2;-;    2;-;    0;-;    2;-;    1;-;    3;-
4615;5119;05;A;  46;220526; 4;s;21;  223;-;  238;-;    4;-;    3;-;  215;-;  200;-;   13;-;    2;-;    1;-;    1;-;    0;-;    3;-;    2;-;    3;-;  231;-;  214;-;   16;-;    1;-;    0;-;    1;-;    1;-;    1;-;    1;-;    4;-
4615;5119;05;A;  46;220526; 4;s;22;  208;-;  185;-;    6;-;    3;-;  197;-;  183;-;   12;-;    2;-;    2;-;    1;-;    1;-;    4;-;    3;-;    3;-;  176;-;  166;-;    9;-;    1;-;    4;-;    1;-;    0;-;    2;-;    0;-;    2;-
4615;5119;05;A;  46;220526; 4;s;23;  159;-;  115;-;    8;-;   12;-;  146;-;  138;-;    7;-;    1;-;    0;-;    1;-;    1;-;    6;-;    5;-;    5;-;  101;-;   96;-;    4;-;    1;-;    1;-;    5;-;    0;-;    7;-;    5;-;    1;-
4615;5119;05;A;  46;220526; 4;s;24;  100;-;   51;-;    8;-;    7;-;   90;-;   86;-;    4;-;    0;-;    1;-;    1;-;    1;-;    6;-;    4;-;    1;-;   44;-;   40;-;    4;-;    0;-;    0;-;    1;-;    1;-;    5;-;    4;-;    0;-
4615;5119;05;A;  46;220527; 5;w;01;   56;-;   39;-;    4;-;    7;-;   51;-;   47;-;    4;-;    0;-;    1;-;    0;-;    1;-;    3;-;    2;-;    0;-;   31;-;   26;-;    5;-;    0;-;    1;-;    0;-;    0;-;    7;-;    5;-;    0;-
4615;5119;05;A;  46;220527; 5;w;02;   56;-;   38;-;    7;-;   10;-;   48;-;   45;-;    3;-;    0;-;    0;-;    0;-;    0;-;    7;-;    5;-;    1;-;   27;-;   26;-;    1;-;    0;-;    1;-;    2;-;    0;-;    8;-;    4;-;    0;-
4615;5119;05;A;  46;220527; 5;w;03;   30;-;   32;-;   13;-;   12;-;   15;-;   12;-;    3;-;    0;-;    0;-;    1;-;    2;-;   10;-;   10;-;    2;-;   18;-;   10;-;    8;-;    0;-;    2;-;    2;-;    3;-;    7;-;    5;-;    0;-
4615;5119;05;A;  46;220527; 5;w;04;   46;-;   32;-;   37;-;   15;-;    9;-;    9;-;    0;-;    0;-;    0;-;    1;-;    7;-;   29;-;   25;-;    0;-;   15;-;   11;-;    4;-;    0;-;    2;-;    1;-;    2;-;   12;-;    9;-;    0;-
4615;5119;05;A;  46;220527; 5;w;05;   59;-;   55;-;   37;-;   21;-;   19;-;   16;-;    3;-;    0;-;    0;-;    0;-;    7;-;   30;-;   23;-;    3;-;   33;-;   30;-;    3;-;    0;-;    1;-;    1;-;    2;-;   18;-;   15;-;    0;-
4615;5119;05;A;  46;220527; 5;w;06;  147;-;  184;-;   46;-;   65;-;   92;-;   86;-;    6;-;    0;-;    2;-;    1;-;   16;-;   29;-;   24;-;    7;-;  116;-;  105;-;   11;-;    0;-;    2;-;    2;-;    5;-;   58;-;   45;-;    1;-
4615;5119;05;A;  46;220527; 5;w;07;  235;-;  327;-;   59;-;   68;-;  164;-;  134;-;   30;-;    0;-;    7;-;    4;-;   15;-;   40;-;   29;-;    5;-;  242;-;  210;-;   32;-;    0;-;    8;-;    3;-;   18;-;   47;-;   35;-;    9;-
4615;5119;05;A;  46;220527; 5;w;08;  426;-;  414;-;  113;-;  100;-;  301;-;  249;-;   52;-;    0;-;    5;-;    6;-;   27;-;   80;-;   62;-;    7;-;  297;-;  256;-;   41;-;    0;-;   14;-;    5;-;   21;-;   74;-;   54;-;    3;-
4615;5119;05;A;  46;220527; 5;w;09;  419;-;  423;-;   98;-;   85;-;  301;-;  251;-;   49;-;    1;-;   11;-;    9;-;   24;-;   65;-;   49;-;    9;-;  316;-;  272;-;   44;-;    0;-;   14;-;    9;-;   19;-;   57;-;   41;-;    8;-
4615;5119;05;A;  46;220527; 5;w;10;  616;-;  521;-;   85;-;   79;-;  498;-;  432;-;   66;-;    0;-;   19;-;    2;-;   30;-;   53;-;   41;-;   14;-;  423;-;  386;-;   37;-;    0;-;   11;-;    9;-;   16;-;   54;-;   46;-;    8;-
4615;5119;05;A;  46;220527; 5;w;11;  806;-;  624;-;  102;-;   76;-;  659;-;  586;-;   71;-;    2;-;   20;-;    6;-;   24;-;   72;-;   55;-;   25;-;  514;-;  458;-;   54;-;    2;-;   22;-;    3;-;   26;-;   47;-;   40;-;   12;-
4615;5119;05;A;  46;220527; 5;w;12;  770;-;  652;-;  104;-;   78;-;  637;-;  560;-;   72;-;    5;-;   14;-;    6;-;   24;-;   74;-;   49;-;   15;-;  540;-;  483;-;   52;-;    5;-;   20;-;    6;-;   21;-;   51;-;   43;-;   14;-
4615;5119;05;A;  46;220527; 5;w;13;  784;-;  685;-;   95;-;   69;-;  644;-;  569;-;   69;-;    6;-;   24;-;    2;-;   17;-;   76;-;   61;-;   21;-;  577;-;  511;-;   64;-;    2;-;   27;-;    7;-;   15;-;   47;-;   35;-;   12;-
4615;5119;05;A;  46;220527; 5;w;14;  728;-;  662;-;   75;-;   70;-;  623;-;  559;-;   59;-;    5;-;   19;-;    3;-;   13;-;   59;-;   48;-;   11;-;  564;-;  493;-;   65;-;    6;-;   21;-;    8;-;   18;-;   44;-;   33;-;    7;-
4615;5119;05;A;  46;220527; 5;w;15;  826;-;  686;-;   66;-;   76;-;  725;-;  653;-;   65;-;    7;-;   24;-;    2;-;   17;-;   47;-;   38;-;   11;-;  582;-;  507;-;   70;-;    5;-;   16;-;    4;-;   18;-;   54;-;   40;-;   12;-
4615;5119;05;A;  46;220527; 5;w;16;  842;-;  702;-;   63;-;   61;-;  729;-;  648;-;   66;-;   15;-;   26;-;    5;-;   16;-;   42;-;   37;-;   24;-;  617;-;  550;-;   57;-;   10;-;   11;-;    4;-;   17;-;   40;-;   29;-;   13;-
4615;5119;05;A;  46;220527; 5;w;17;  616;-;  690;-;   46;-;   34;-;  546;-;  483;-;   57;-;    6;-;   14;-;    2;-;    8;-;   36;-;   27;-;   10;-;  631;-;  558;-;   58;-;   15;-;   11;-;    2;-;    5;-;   27;-;   22;-;   14;-
4615;5119;05;A;  46;220527; 5;w;18;  628;-;  631;-;   47;-;   29;-;  565;-;  509;-;   52;-;    4;-;    7;-;    4;-;    6;-;   37;-;   27;-;    9;-;  577;-;  513;-;   60;-;    4;-;   15;-;    5;-;    6;-;   18;-;   16;-;   10;-
4615;5119;05;A;  46;220527; 5;w;19;  547;-;  600;-;   21;-;   21;-;  503;-;  473;-;   28;-;    2;-;   13;-;    0;-;    6;-;   15;-;   13;-;   10;-;  559;-;  500;-;   57;-;    2;-;   11;-;    4;-;    2;-;   15;-;   13;-;    9;-
4615;5119;05;A;  46;220527; 5;w;20;  385;-;  344;-;   22;-;   23;-;  351;-;  308;-;   35;-;    8;-;    6;-;    2;-;    7;-;   13;-;   12;-;    6;-;  311;-;  280;-;   24;-;    7;-;    3;-;    1;-;    4;-;   18;-;   15;-;    7;-
4615;5119;05;A;  46;220527; 5;w;21;  270;-;  251;-;   10;-;   20;-;  255;-;  234;-;   20;-;    1;-;    4;-;    2;-;    2;-;    6;-;    6;-;    1;-;  222;-;  207;-;   12;-;    3;-;    7;-;    2;-;    3;-;   15;-;   11;-;    2;-
4615;5119;05;A;  46;220527; 5;w;22;  208;-;  195;-;   10;-;    6;-;  191;-;  178;-;   12;-;    1;-;    5;-;    1;-;    3;-;    6;-;    5;-;    2;-;  186;-;  176;-;    9;-;    1;-;    1;-;    1;-;    1;-;    4;-;    4;-;    2;-
4615;5119;05;A;  46;220527; 5;w;23;  143;-;  151;-;    2;-;    9;-;  138;-;  132;-;    5;-;    1;-;    3;-;    1;-;    0;-;    1;-;    1;-;    0;-;  138;-;  126;-;   11;-;    1;-;    2;-;    2;-;    1;-;    6;-;    4;-;    2;-
4615;5119;05;A;  46;220527; 5;w;24;  121;-;   95;-;    4;-;    6;-;  113;-;  105;-;    8;-;    0;-;    3;-;    0;-;    2;-;    2;-;    1;-;    1;-;   88;-;   83;-;    4;-;    1;-;    1;-;    1;-;    1;-;    4;-;    3;-;    0;-
4615;5119;05;A;  46;220528; 6;w;01;   76;-;   52;-;    7;-;    2;-;   66;-;   62;-;    4;-;    0;-;    3;-;    0;-;    3;-;    4;-;    4;-;    0;-;   49;-;   46;-;    3;-;    0;-;    1;-;    1;-;    0;-;    1;-;    0;-;    0;-
4615;5119;05;A;  46;220528; 6;w;02;   58;-;   39;-;    4;-;    1;-;   54;-;   53;-;    1;-;    0;-;    0;-;    0;-;    0;-;    4;-;    3;-;    0;-;   37;-;   29;-;    8;-;    0;-;    0;-;    0;-;    0;-;    1;-;    1;-;    1;-
4615;5119;05;A;  46;220528; 6;w;03;   46;-;   26;-;    8;-;    3;-;   38;-;   32;-;    6;-;    0;-;    0;-;    0;-;    1;-;    7;-;    7;-;    0;-;   23;-;   20;-;    3;-;    0;-;    0;-;    0;-;    2;-;    1;-;    1;-;    0;-
4615;5119;05;A;  46;220528; 6;w;04;   26;-;   20;-;    7;-;    0;-;   19;-;   15;-;    4;-;    0;-;    0;-;    0;-;    5;-;    2;-;    2;-;    0;-;   18;-;   14;-;    4;-;    0;-;    2;-;    0;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220528; 6;w;05;   25;-;   27;-;    6;-;    5;-;   18;-;   18;-;    0;-;    0;-;    1;-;    0;-;    1;-;    5;-;    3;-;    0;-;   21;-;   19;-;    2;-;    0;-;    1;-;    2;-;    1;-;    2;-;    1;-;    0;-
4615;5119;05;A;  46;220528; 6;w;06;   79;-;   69;-;   17;-;    6;-;   62;-;   56;-;    6;-;    0;-;    0;-;    0;-;    2;-;   15;-;    9;-;    0;-;   62;-;   53;-;    9;-;    0;-;    1;-;    0;-;    0;-;    6;-;    6;-;    0;-
4615;5119;05;A;  46;220528; 6;w;07;  104;-;  103;-;   26;-;   20;-;   75;-;   59;-;   16;-;    0;-;    2;-;    1;-;    8;-;   17;-;   11;-;    1;-;   81;-;   64;-;   17;-;    0;-;    1;-;    0;-;    3;-;   17;-;   15;-;    1;-
4615;5119;05;A;  46;220528; 6;w;08;  163;-;  169;-;   20;-;   10;-;  131;-;  106;-;   24;-;    1;-;    7;-;    2;-;    4;-;   14;-;   11;-;    5;-;  144;-;  119;-;   23;-;    2;-;   15;-;    2;-;    0;-;    8;-;    3;-;    0;-
4615;5119;05;A;  46;220528; 6;w;09;  313;-;  296;-;   17;-;   22;-;  275;-;  242;-;   32;-;    1;-;    9;-;    2;-;    5;-;   10;-;    9;-;   12;-;  256;-;  228;-;   26;-;    2;-;   14;-;    2;-;    7;-;   13;-;    8;-;    4;-
4615;5119;05;A;  46;220528; 6;w;10;  574;-;  528;-;   24;-;   22;-;  524;-;  458;-;   59;-;    7;-;   14;-;    3;-;    5;-;   16;-;   15;-;   12;-;  478;-;  436;-;   41;-;    1;-;   21;-;    2;-;    8;-;   12;-;   10;-;    7;-
4615;5119;05;A;  46;220528; 6;w;11;  635;s;  716;-;   23;s;   26;-;  588;s;  532;s;   54;s;    2;s;   15;s;    5;s;    5;s;   13;s;    9;s;    9;s;  657;-;  584;-;   55;-;   18;-;   19;-;    6;-;   10;-;   10;-;    8;-;   14;-
4615;5119;05;A;  46;220528; 6;w;12;  713;-;  744;-;   17;-;   27;-;  666;-;  610;-;   48;-;    8;-;   15;-;    2;-;    5;-;   10;-;    9;-;   15;-;  675;-;  612;-;   48;-;   15;-;   21;-;    4;-;    7;-;   16;-;    8;-;   21;-
4615;5119;05;A;  46;220528; 6;w;13;  628;-;  595;-;   12;-;   17;-;  595;-;  551;-;   41;-;    3;-;   11;-;    4;-;    5;-;    3;-;    2;-;   10;-;  560;-;  507;-;   48;-;    5;-;   10;-;    3;-;    7;-;    7;-;    6;-;    8;-
4615;5119;05;A;  46;220528; 6;w;14;  622;-;  603;-;   17;-;   13;-;  585;-;  539;-;   42;-;    4;-;   11;-;    2;-;    8;-;    7;-;    4;-;    9;-;  570;-;  513;-;   45;-;   12;-;   12;-;    2;-;    8;-;    3;-;    3;-;    8;-
4615;5119;05;A;  46;220528; 6;w;15;  558;-;  581;-;   11;-;    8;-;  523;-;  477;-;   36;-;   10;-;   11;-;    4;-;    6;-;    1;-;    0;-;   13;-;  555;-;  490;-;   57;-;    8;-;    9;-;    2;-;    1;-;    5;-;    3;-;    9;-
4615;5119;05;A;  46;220528; 6;w;16;  494;-;  526;-;   11;-;    8;-;  473;-;  430;-;   36;-;    7;-;    8;-;    2;-;    4;-;    5;-;    4;-;    2;-;  501;-;  450;-;   49;-;    2;-;   15;-;    2;-;    3;-;    3;-;    3;-;    2;-
4615;5119;05;A;  46;220528; 6;w;17;  445;-;  576;-;    7;-;    9;-;  413;-;  376;-;   28;-;    9;-;   14;-;    0;-;    5;-;    2;-;    1;-;   11;-;  544;-;  498;-;   36;-;   10;-;    9;-;    0;-;    5;-;    4;-;    2;-;   14;-
4615;5119;05;A;  46;220528; 6;w;18;  420;-;  615;-;    7;-;    7;-;  399;-;  362;-;   34;-;    3;-;    8;-;    2;-;    3;-;    2;-;    1;-;    6;-;  591;-;  541;-;   40;-;   10;-;    9;-;    2;-;    3;-;    2;-;    1;-;    8;-
4615;5119;05;A;  46;220528; 6;w;19;  369;-;  607;-;    7;-;    5;-;  350;-;  329;-;   20;-;    1;-;    8;-;    1;-;    3;-;    3;-;    0;-;    4;-;  571;-;  516;-;   47;-;    8;-;   16;-;    2;-;    1;-;    2;-;    0;-;   15;-
4615;5119;05;A;  46;220528; 6;w;20;  303;-;  453;-;    5;-;    7;-;  292;-;  278;-;   12;-;    2;-;    2;-;    5;-;    0;-;    0;-;    0;-;    4;-;  424;-;  380;-;   42;-;    2;-;    9;-;    1;-;    4;-;    2;-;    1;-;   13;-
4615;5119;05;A;  46;220528; 6;w;21;  262;-;  319;-;    5;-;    5;-;  253;-;  229;-;   23;-;    1;-;    4;-;    2;-;    2;-;    1;-;    1;-;    0;-;  306;-;  271;-;   33;-;    2;-;    5;-;    1;-;    3;-;    1;-;    0;-;    3;-
4615;5119;05;A;  46;220528; 6;w;22;  190;-;  240;-;    1;-;    3;-;  187;-;  177;-;   10;-;    0;-;    1;-;    1;-;    0;-;    0;-;    0;-;    1;-;  233;-;  203;-;   28;-;    2;-;    3;-;    2;-;    0;-;    1;-;    1;-;    1;-
4615;5119;05;A;  46;220528; 6;w;23;  154;-;  167;-;    0;-;    5;-;  151;-;  144;-;    7;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    3;-;  159;-;  146;-;   12;-;    1;-;    0;-;    2;-;    2;-;    1;-;    1;-;    3;-
4615;5119;05;A;  46;220528; 6;w;24;  105;-;  107;-;    0;-;    1;-;  104;-;   95;-;    9;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    1;-;  102;-;   93;-;    7;-;    2;-;    2;-;    1;-;    0;-;    0;-;    0;-;    2;-
4615;5119;05;A;  46;220529; 7;s;01;   91;-;   86;-;    1;-;    1;-;   90;-;   87;-;    3;-;    0;-;    0;-;    0;-;    1;-;    0;-;    0;-;    0;-;   84;-;   79;-;    5;-;    0;-;    1;-;    1;-;    0;-;    0;-;    0;-;    0;-
4615;5119;05;A;  46;220529; 7;s;02;   89;-;   54;-;    0;-;    1;-;   88;-;   88;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    1;-;   51;-;   46;-;    5;-;    0;-;    2;-;    0;-;    1;-;    0;-;    0;-;    0;-
